124132760.0, 96614.2734375
2471606016.0, 4411475.5
268284641280.0, 39034684.0
320731938816.0, 121245768.0
159052856295424.0, 627352128.0
669857192345600.0, 1571165696.0
66927581986816.0, 1668913536.0
1450155442176.0, 2153342208.0
74691628761088.0, 2243583488.0
146621595648.0, 2116591872.0
915221315584.0, 2021720704.0
3439511470080.0, 1852275968.0
72363739709440.0, 1788060672.0
7.430752468184596e+17, 0.0
51327023448064.0, 1245444224.0
24023486431232.0, 1166071040.0
29626336280576.0, 1161863040.0
32844451676160.0, 1100137856.0
1591230857216.0, 1090264192.0
16879206400.0, 1077809664.0
110160265216.0, 1040058880.0
1649149083648.0, 1014429824.0
32731213856768.0, 996190528.0
25211002945536.0, 965377216.0
1125296635904.0, 950100416.0
1140350648320.0, 931533312.0
459488755712.0, 908337984.0
22917591072768.0, 870526592.0
3160430608384.0, 851936576.0
17087442452480.0, 837792256.0
12642405056512.0, 821661184.0
16629431795712.0, 810025536.0
89386647552.0, 787111296.0
10806525689856.0, 764797632.0
947896975360.0, 751414080.0
21970354176.0, 729522816.0
3466865147904.0, 712602624.0
596873707520.0, 687365696.0
7424011927552.0, 677712256.0
10760499494912.0, 656891584.0
130708275200.0, 646736512.0
10888943763456.0, 582859584.0
9612182945792.0, 620638592.0
2687501336576.0, 632654400.0
7333957074944.0, 610177472.0
9040173203456.0, 595992896.0
2654657576960.0, 580772992.0
10879653380096.0, 570956992.0
65601552384.0, 567937024.0
7060881670144.0, 533082912.0
2392392204288.0, 510206336.0
656929718272.0, 535980352.0
231671777460224.0, 479254336.0
334264855953408.0, 494311296.0
9201369743360.0, 540145408.0
5406480400384.0, 527990784.0
4593786290176.0, 505814272.0
1670669926400.0, 438246784.0
2733281902592.0, 433246432.0
701037805568.0, 428673152.0
7381350088704.0, 416132192.0
1078991104.0, 403516896.0
71199318016.0, 397957984.0
578451537920.0, 390647584.0
627999178752.0, 384885952.0
3539154239488.0, 359667936.0
103699191955456.0, 360027424.0
4125578493952.0, 370501440.0
387361832960.0, 358913696.0
79244500992.0, 356147616.0
82336858112.0, 351181216.0
4140541149184.0, 344414112.0
2063888547840.0, 340873344.0
929030400.0, 331304736.0
1928321040384.0, 328732352.0
931580149760.0, 317141792.0
1074456625152.0, 310329248.0
51663470592.0, 307036672.0
22447230976.0, 306315872.0
2168668553216.0, 301612576.0
169704456192.0, 292452480.0
27259330560.0, 292797952.0
177153441792.0, 289210496.0
2025316024320.0, 281496832.0
183649959936.0, 278718624.0
300953174016.0, 277088128.0
2667551391744.0, 269348416.0
575122046976.0, 262789472.0
542190698496.0, 259891680.0
815307882496.0, 256879152.0
1201023090688.0, 249565392.0
219128840192.0, 243810640.0
424989261824.0, 240523568.0
888268521472.0, 236856464.0
485708627968.0, 230459360.0
1741365313536.0, 227588160.0
11075458048.0, 224973984.0
91964203008.0, 218475040.0
388438065152.0, 213243872.0
4841932800.0, 210686816.0
345273761792.0, 207831568.0
1169097228288.0, 203357600.0
484917248000.0, 201166896.0
275406651392.0, 196749200.0
797992026112.0, 181576992.0
745349054464.0, 178723216.0
502794452992.0, 175439024.0
749637337088.0, 171561296.0
615145340928.0, 169372928.0
202176135168.0, 166020832.0
356275290112.0, 163365712.0
144722427904.0, 162876864.0
66836725760.0, 160391728.0
37564641280.0, 157851520.0
87464509440.0, 156016656.0
464327770112.0, 148266096.0
3728812032.0, 148196144.0
282641104896.0, 147083200.0
84559986688.0, 146782160.0
59547713536.0, 145643120.0
12280185856.0, 141703552.0
300637290496.0, 141828592.0
285583343616.0, 139968144.0
266173448192.0, 137574000.0
376161435648.0, 137127120.0
53335130112.0, 135544688.0
21649002496.0, 133467368.0
442741194752.0, 131939256.0
588724764672.0, 131337424.0
39570759680.0, 129916096.0
8452228096.0, 128457896.0
322315091968.0, 125661240.0
41327636480.0, 124423696.0
88166236160.0, 124704888.0
405193359360.0, 123099272.0
65839456256.0, 119874104.0
64528191488.0, 119101560.0
227425976320.0, 118582528.0
173396224.0, 113804968.0
3681900822528.0, 113065864.0
181612347392.0, 113699952.0
257828339712.0, 113029920.0
312418402304.0, 110666256.0
135594803200.0, 106057680.0
278534848512.0, 104497064.0
276314226688.0, 102963632.0
439595532288.0, 102490960.0
136867438592.0, 101125712.0
255809355776.0, 99243808.0
62480003072.0, 96956440.0
69924282368.0, 93218272.0
280175443968.0, 92950584.0
145090904064.0, 92319352.0
229004361728.0, 92240088.0
22834837504.0, 90886992.0
10760328192.0, 90016880.0
85567946752.0, 89236128.0
161825980416.0, 87292744.0
239062319104.0, 85982952.0
169253257216.0, 85795208.0
57755623424.0, 82002176.0
127749054464.0, 82024840.0
206105100288.0, 81475544.0
152743395328.0, 81038360.0
9567970304.0, 79136008.0
3193883590656.0, 76640928.0
165964988416.0, 74806376.0
3331632398336.0, 72229360.0
409789464576.0, 72845704.0
164897718272.0, 73684144.0
64611540992.0, 73435816.0
13770553344.0, 73029224.0
184552718336.0, 72159600.0
29487759360.0, 70934232.0
73521233920.0, 65799184.0
85200936960.0, 62622712.0
991056101376.0, 61061568.0
790313893888.0, 61134008.0
573276094464.0, 61539692.0
175462137856.0, 62379604.0
4954752000.0, 61575032.0
101708693504.0, 60431360.0
2938724096.0, 58613720.0
45357924352.0, 58411724.0
85198602240.0, 58734076.0
33321582592.0, 57458280.0
2288164536320.0, 54324820.0
1419395858432.0, 54783712.0
74871185408.0, 53459852.0
50352668672.0, 52150440.0
136971051008.0, 52573056.0
7711298560.0, 52448628.0
993510400.0, 51709188.0
74432937984.0, 50921676.0
702356032.0, 50746636.0
24399065088.0, 49885664.0
51834540032.0, 49290740.0
10500101120.0, 49446044.0
56751628288.0, 48964584.0
20610621440.0, 48605152.0
23746193408.0, 47487972.0
59902562304.0, 47390964.0
90348339200.0, 46240252.0
52969943040.0, 45668536.0
28917682176.0, 45269948.0
65812770816.0, 45594208.0
1450086400.0, 45085056.0
17091901440.0, 44562972.0
44558143488.0, 43748432.0
19729010688.0, 43316172.0
35185504256.0, 42546568.0
19242684416.0, 41826316.0
32369766400.0, 41223132.0
11059887104.0, 41275664.0
33491927040.0, 40565692.0
47184527360.0, 39826052.0
24573071360.0, 39157552.0
36412272640.0, 38921124.0
33755977728.0, 38209036.0
5468602368.0, 38539148.0
29574369280.0, 37591280.0
14416324608.0, 37515512.0
27507550208.0, 37098448.0
9399302144.0, 36434220.0
2220482816.0, 36375824.0
11818299392.0, 35824156.0
12508633088.0, 35804444.0
360630288384.0, 34479648.0
63468724224.0, 34483480.0
5569636864.0, 34329332.0
17503819776.0, 33840788.0
10970886144.0, 33584268.0
7922780160.0, 33453676.0
346778880.0, 32947294.0
733885169664.0, 31689176.0
27328387072.0, 31452296.0
28570126336.0, 31585122.0
23834419200.0, 31475252.0
144144032.0, 30882520.0
8253359104.0, 31009070.0
18414489600.0, 30719316.0
14801642496.0, 30265052.0
21633703936.0, 29612856.0
22751801344.0, 29579006.0
132885766144.0, 28719376.0
14922576896.0, 28094514.0
15312329728.0, 28191782.0
1080699904.0, 28182004.0
22076907520.0, 28066674.0
28469813248.0, 27650158.0
14820871168.0, 27291794.0
6984947712.0, 26695224.0
14564386816.0, 25853308.0
209937154048.0, 25527000.0
44191608832.0, 25502610.0
25624645632.0, 25369640.0
17380995072.0, 24623250.0
10838059008.0, 24273260.0
558896896.0, 24615868.0
5232930816.0, 24110616.0
15610253312.0, 23677290.0
2152960000.0, 23722572.0
5383450624.0, 23337464.0
6521854464.0, 23435086.0
1741726720.0, 23066634.0
1965946880.0, 22886592.0
11895392256.0, 22642294.0
11249783808.0, 22389566.0
5453822464.0, 22004258.0
13453912064.0, 21845990.0
10357539840.0, 21386824.0
7973954048.0, 21194900.0
5884117504.0, 20881644.0
2752576256.0, 20716760.0
3561583104.0, 20515076.0
10099647488.0, 20168108.0
36324728.0, 19586990.0
9366948864.0, 19375000.0
7459777024.0, 19340626.0
9418314752.0, 19217744.0
4425043456.0, 19064188.0
2881113088.0, 19133406.0
4967571456.0, 18758994.0
1041288384.0, 18293848.0
4817331712.0, 18281042.0
3582620928.0, 18189218.0
3135664128.0, 17794910.0
3021151232.0, 17807160.0
4814971904.0, 17734510.0
2053449216.0, 17395850.0
5104816640.0, 17159488.0
3839537408.0, 17063244.0
5015118336.0, 16774279.0
4365773312.0, 16639615.0
4777090560.0, 16408838.0
5675588096.0, 16279281.0
